"Kod";"Nazwa";"Rozwody i separacje";"Lokalizacja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
042815400000;"PODREGION ELBLĄSKI";"separacje na 10 tys. ludności";"ogółem";"2017";0,68;"-";"";
042815400000;"PODREGION ELBLĄSKI";"separacje na 10 tys. ludności";"ogółem";"2018";0,30;"-";"";
042815400000;"PODREGION ELBLĄSKI";"separacje na 10 tys. ludności";"ogółem";"2019";0,23;"-";"";
042815400000;"PODREGION ELBLĄSKI";"separacje na 10 tys. ludności";"ogółem";"2020";0,14;"-";"";
042815400000;"PODREGION ELBLĄSKI";"separacje na 10 tys. ludności";"ogółem";"2021";0,24;"-";"";
042815400000;"PODREGION ELBLĄSKI";"separacje na 10 tys. ludności";"ogółem";"2022";;"-";"n";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"1999";286;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2000";272;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2001";330;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2002";349;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2003";439;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2004";463;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2005";565;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2006";772;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2007";577;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2008";542;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2009";556;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2010";572;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2011";598;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2012";557;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2013";582;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2014";600;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2015";599;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2016";551;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2017";540;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2018";565;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2019";560;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2020";388;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2021";458;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody";"ogółem";"2022";;"-";"n";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"1999";;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2000";;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2001";;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2002";12,2;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2003";15,3;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2004";16,2;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2005";19,7;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2006";27,0;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2007";20,2;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2008";19,0;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2009";19,4;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2010";19,6;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2011";20,5;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2012";19,1;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2013";20,0;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2014";20,6;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2015";20,6;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2016";19,0;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2017";18,6;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2018";19,5;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2019";19,4;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2020";13,9;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2021";16,6;"-";"";
042815500000;"PODREGION EŁCKI";"rozwody na 10 tys. ludności";"ogółem";"2022";;"-";"n";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"1999";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2000";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2001";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2002";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2003";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2004";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2005";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2006";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2007";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2008";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2009";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2010";19;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2011";12;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2012";9;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2013";4;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2014";11;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2015";14;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2016";16;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2017";8;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2018";11;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2019";6;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2020";2;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2021";7;"-";"";
042815500000;"PODREGION EŁCKI";"separacje";"ogółem";"2022";;"-";"n";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"1999";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2000";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2001";;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2002";12,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2003";11,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2004";28,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2005";75,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2006";57,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2007";40,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2008";21,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2009";17,00;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2010";0,65;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2011";0,41;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2012";0,31;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2013";0,14;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2014";0,38;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2015";0,48;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2016";0,55;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2017";0,28;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2018";0,38;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2019";0,21;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2020";0,07;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2021";0,25;"-";"";
042815500000;"PODREGION EŁCKI";"separacje na 10 tys. ludności";"ogółem";"2022";;"-";"n";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"1999";809;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2000";940;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2001";1001;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2002";906;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2003";1227;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2004";1161;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2005";1249;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2006";1648;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2007";1392;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2008";1245;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2009";1222;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2010";1323;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2011";1202;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2012";1286;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2013";1157;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2014";1191;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2015";1234;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2016";1145;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2017";1180;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2018";1090;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2019";1173;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2020";742;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2021";1012;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody";"ogółem";"2022";;"-";"n";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"1999";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2000";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2001";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2002";14,9;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2003";20,1;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2004";19,0;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2005";20,5;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2006";27,0;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2007";22,8;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2008";20,4;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2009";20,0;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2010";21,2;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2011";19,3;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2012";20,6;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2013";18,6;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2014";19,2;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2015";19,9;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2016";18,5;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2017";19,2;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2018";17,7;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2019";19,1;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2020";12,3;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2021";16,9;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2022";;"-";"n";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"1999";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2000";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2001";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2002";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2003";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2004";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2005";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2006";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2007";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2008";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2009";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2010";46;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2011";50;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2012";35;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2013";36;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2014";42;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2015";33;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2016";33;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2017";23;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2018";24;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2019";24;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2020";6;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2021";11;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje";"ogółem";"2022";;"-";"n";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"1999";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2000";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2001";;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2002";54,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2003";43,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2004";80,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2005";196,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2006";181,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2007";81,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2008";51,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2009";40,00;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2010";0,74;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2011";0,80;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2012";0,56;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2013";0,58;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2014";0,68;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2015";0,53;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2016";0,53;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2017";0,37;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2018";0,39;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2019";0,39;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2020";0,10;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2021";0,18;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2022";;"-";"n";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"1999";478;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2000";428;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2001";469;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2002";544;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2003";470;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2004";606;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2005";719;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2006";765;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2007";663;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2008";686;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2009";724;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2010";650;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2011";658;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2012";688;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2013";771;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2014";630;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2015";666;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2016";605;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2017";729;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2018";610;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2019";716;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2020";531;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2021";605;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody";"ogółem";"2022";;"-";"n";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"1999";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2000";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2001";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2002";14,6;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2003";12,6;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2004";16,2;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2005";19,2;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2006";20,5;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2007";17,7;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2008";18,3;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2009";19,2;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2010";17,0;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2011";17,2;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2012";17,9;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2013";20,0;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2014";16,3;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2015";17,3;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2016";15,7;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2017";18,9;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2018";15,8;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2019";18,5;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2020";13,5;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2021";15,5;"-";"";
051011500000;"PODREGION ŁÓDZKI";"rozwody na 10 tys. ludności";"ogółem";"2022";;"-";"n";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"1999";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2000";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2001";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2002";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2003";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2004";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2005";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2006";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2007";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2008";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2009";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2010";21;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2011";21;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2012";25;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2013";13;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2014";14;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2015";8;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2016";11;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2017";14;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2018";9;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2019";8;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2020";4;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2021";8;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje";"ogółem";"2022";;"-";"n";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"1999";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2000";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2001";;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2002";15,00;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2003";6,00;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2004";30,00;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2005";89,00;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2006";49,00;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2007";25,00;"-";"";
051011500000;"PODREGION ŁÓDZKI";"separacje na 10 tys. ludności";"ogółem";"2008";24,00;"-";"";
